slug,outcome,analysis_outcome,label,category,category_label,family,data_frequency,panel_path,output_dir,figure_path,hybrid_excluded,cluster_var,reference_event_time,status,note,analysis_sample,n_panel_rows,n_observations,n_municipalities,n_municipalities_with_nonmissing_outcome,n_treated_municipalities,n_never_treated_municipalities,sample_year_min,sample_year_max,hybrid_municipalities_excluded,duplicate_unit_period_rows,event_time_step,analysis_period_note,event_time0_estimate,post_mean_event_1_8_ref0,post_abs_mean_event_1_8_ref0,n_pre_estimates,max_abs_pretrend_t,n_pre_p05,pretrend_label,n_post_estimates,pretrend_rank,post_abs_rank_value
municipal_eja_enrollment_share,enrollment_municipal_eja_share_selected_pp,enrollment_municipal_eja_share_selected_pp,"EJA share of selected enrollment, municipal schools",adult_eja,Adult education / EJA outcomes,adult_enrollment,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/adult_enrollment/municipal_eja_enrollment_share,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_share_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/municipal_eja_enrollment_share.parquet,84777,56447,4037,4034,2790,1244,2007,2020,1534,0,1,,0.2975025962771948,0.8698901627023922,0.8698901627023922,8,4.408753012151662,6,fail,8,3,0.8698901627023922
sinasc_highedu_csection_share_known_pp,sinasc_highedu_csection_share_known_pp,sinasc_highedu_csection_share_known_pp,C-section share: High education proxy,birth_health,Birth and health outcomes,sinasc_highedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_csection_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_csection_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_csection_share_known_pp.parquet,84777,84582,4037,4036,2792,1244,2000,2020,1534,0,1,,1.8205515070561864,-0.8664442959486324,0.8664442959486324,8,10.569514216674248,8,fail,8,3,0.8664442959486324
sinasc_dedicated_mean_birthweight_all,mean_birthweight_grams,mean_birthweight_grams,SINASC mean birthweight: all births,birth_health,Birth and health outcomes,sinasc_dedicated,annual,data/clean/downstream/sinasc_birthweight_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated/sinasc_dedicated_mean_birthweight_all,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated_mean_birthweight_all_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_dedicated_mean_birthweight_all.parquet,84777,84607,4037,4036,2792,1244,2000,2020,1534,0,1,,-8.247571542709906,-0.8527603180445628,0.8527603180445628,8,5.060442697062004,8,fail,8,3,0.8527603180445628
sinasc_all_mean_birthweight_grams,sinasc_all_mean_birthweight_grams,sinasc_all_mean_birthweight_grams,Mean birthweight: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_mean_birthweight_grams,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_mean_birthweight_grams_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_mean_birthweight_grams.parquet,84777,84607,4037,4036,2792,1244,2000,2020,1534,0,1,,-8.247571542709904,-0.8527603180445628,0.8527603180445628,8,5.060442697062007,8,fail,8,3,0.8527603180445628
imun_cobertura_total_pp,imun_cobertura_total_pp,imun_cobertura_total_pp,Total immunization coverage,birth_health,Birth and health outcomes,immunization,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_cobertura_total_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_cobertura_total_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_cobertura_total_pp.parquet,84777,84548,4037,4036,2792,1244,2000,2020,1534,0,1,,0.978555578783534,-0.8379056414395385,0.8379056414395385,8,8.016678436514596,8,fail,8,3,0.8379056414395385
sinasc_all_no_prenatal_share_known_pp,sinasc_all_no_prenatal_share_known_pp,sinasc_all_no_prenatal_share_known_pp,No prenatal visits share: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_no_prenatal_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_no_prenatal_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_no_prenatal_share_known_pp.parquet,84777,84607,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.0064609887958142,-0.828997872898053,0.828997872898053,8,3.2896169498243872,4,fail,8,3,0.828997872898053
inep_ind_publica_taxa_abandono_ef,inep_ind_publica_taxa_abandono_ef,inep_ind_publica_taxa_abandono_ef,Publica Taxa Abandono Ef,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_abandono_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_ef.parquet,84777,52440,4037,4036,2792,1244,2007,2019,1534,0,1,,-0.2614378087466417,-0.8212639656910181,0.8212639656910181,8,8.320705093348584,8,fail,8,3,0.8212639656910181
sinasc_lowedu_mother_35plus_share_known_pp,sinasc_lowedu_mother_35plus_share_known_pp,sinasc_lowedu_mother_35plus_share_known_pp,Mother age 35+ share: Low education proxy,birth_health,Birth and health outcomes,sinasc_lowedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_mother_35plus_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_mother_35plus_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_mother_35plus_share_known_pp.parquet,84777,84312,4037,4036,2792,1244,2000,2020,1534,0,1,,-1.0682025282186736,-0.7635819302435689,0.7635819302435689,8,5.420842265032189,7,fail,8,3,0.7635819302435689
inep_ind_publica_taxa_aprovacao_em,inep_ind_publica_taxa_aprovacao_em,inep_ind_publica_taxa_aprovacao_em,Publica Taxa Aprovacao Em,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_aprovacao_em,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_em_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_aprovacao_em.parquet,84777,52275,4037,4030,2786,1244,2007,2019,1534,0,1,,-0.149918573076038,0.7265489961896807,0.7265489961896807,8,3.702193391935958,2,fail,8,3,0.7265489961896807
inep_ind_publica_taxa_reprovacao_ef,inep_ind_publica_taxa_reprovacao_ef,inep_ind_publica_taxa_reprovacao_ef,Publica Taxa Reprovacao Ef,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_reprovacao_ef,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_ef_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_ef.parquet,84777,52440,4037,4036,2792,1244,2007,2019,1534,0,1,,0.0310990242845932,-0.7168444364122303,0.7168444364122303,8,2.2355869394986385,2,fail,8,3,0.7168444364122303
inep_ind_publica_afd_ef_grupo_5,inep_ind_publica_afd_ef_grupo_5,inep_ind_publica_afd_ef_grupo_5,Publica Afd Ef Grupo 5,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_afd_ef_grupo_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_afd_ef_grupo_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_afd_ef_grupo_5.parquet,84777,32288,4037,4036,2792,1244,2013,2020,1534,0,1,,-0.2461554977887378,-0.6574240389856917,0.6574240389856917,4,3.919418402583693,1,fail,6,3,0.6574240389856917
inep_ind_municipal_afd_ef_grupo_5,inep_ind_municipal_afd_ef_grupo_5,inep_ind_municipal_afd_ef_grupo_5,Municipal Afd Ef Grupo 5,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_municipal_afd_ef_grupo_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_afd_ef_grupo_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_afd_ef_grupo_5.parquet,84777,32173,4037,4025,2784,1241,2013,2020,1534,0,1,,-0.2792990646328067,-0.624632897056716,0.624632897056716,4,3.334101667086462,1,fail,6,3,0.624632897056716
inep_ind_publica_atu_ef_anos_finais,inep_ind_publica_atu_ef_anos_finais,inep_ind_publica_atu_ef_anos_finais,Publica Atu Ef Anos Finais,education,Education outcomes,school_inputs,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/school_inputs/inep_ind_publica_atu_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_atu_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_atu_ef_anos_finais.parquet,84777,56470,4037,4036,2792,1244,2007,2020,1534,0,1,,0.3161436272407792,-0.6046660356349198,0.6046660356349198,8,2.691076220240853,3,fail,8,3,0.6046660356349198
saeb_public_estadual_municipal_grade5_portuguese_media,saeb_public_estadual_municipal_grade5_portuguese_media,saeb_public_estadual_municipal_grade5_portuguese_media,Public Estadual Municipal Grade5 Portuguese Media,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/saeb_public_estadual_municipal_grade5_portuguese_media,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_portuguese_media_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/saeb_public_estadual_municipal_grade5_portuguese_media.parquet,80740,19431,4037,4028,2784,1244,2010,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",0.5695390471398862,0.6002964292550947,0.6002964292550947,3,3.17385084064686,3,fail,3,3,0.6002964292550947
inep_ind_publica_taxa_reprovacao_ef_anos_finais,inep_ind_publica_taxa_reprovacao_ef_anos_finais,inep_ind_publica_taxa_reprovacao_ef_anos_finais,Publica Taxa Reprovacao Ef Anos Finais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_reprovacao_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_reprovacao_ef_anos_finais.parquet,84777,52439,4037,4036,2792,1244,2007,2019,1534,0,1,,0.1013074031223202,-0.581720527530598,0.581720527530598,8,3.5870414983129217,4,fail,8,3,0.581720527530598
inep_ind_publica_taxa_abandono_ef_anos_iniciais,inep_ind_publica_taxa_abandono_ef_anos_iniciais,inep_ind_publica_taxa_abandono_ef_anos_iniciais,Publica Taxa Abandono Ef Anos Iniciais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_publica_taxa_abandono_ef_anos_iniciais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_ef_anos_iniciais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_taxa_abandono_ef_anos_iniciais.parquet,84777,52439,4037,4036,2792,1244,2007,2019,1534,0,1,,-0.1775721541421104,-0.5745762170121029,0.5745762170121029,8,6.2264827937824085,8,fail,8,3,0.5745762170121029
inep_ind_municipal_ird_alta,inep_ind_municipal_ird_alta,inep_ind_municipal_ird_alta,Municipal Ird Alta,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_municipal_ird_alta,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_ird_alta_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_ird_alta.parquet,84777,32266,4037,4034,2790,1244,2013,2020,1534,0,1,,-0.2604198355994467,-0.5583559202531408,0.5583559202531408,4,2.431406797674362,3,fail,6,3,0.5583559202531408
inep_ind_municipal_taxa_abandono_ef_anos_iniciais,inep_ind_municipal_taxa_abandono_ef_anos_iniciais,inep_ind_municipal_taxa_abandono_ef_anos_iniciais,Municipal Taxa Abandono Ef Anos Iniciais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_taxa_abandono_ef_anos_iniciais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_abandono_ef_anos_iniciais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_taxa_abandono_ef_anos_iniciais.parquet,84777,52101,4037,4025,2783,1242,2007,2019,1534,0,1,,-0.1491638887417299,-0.5582930732339394,0.5582930732339394,8,5.157004776362161,8,fail,8,3,0.5582930732339394
inep_ind_publica_ied_em_nivel_6,inep_ind_publica_ied_em_nivel_6,inep_ind_publica_ied_em_nivel_6,Publica Ied Em Nivel 6,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_ied_em_nivel_6,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_ied_em_nivel_6_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_ied_em_nivel_6.parquet,84777,32224,4037,4028,2784,1244,2013,2020,1534,0,1,,-0.5393314870101364,0.5489242082250976,0.5489242082250976,4,2.773954617888236,2,fail,6,3,0.5489242082250976
sinasc_highedu_prenatal_1to3_share_known_pp,sinasc_highedu_prenatal_1to3_share_known_pp,sinasc_highedu_prenatal_1to3_share_known_pp,1-3 prenatal visits share: High education proxy,birth_health,Birth and health outcomes,sinasc_highedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu/sinasc_highedu_prenatal_1to3_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_prenatal_1to3_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_highedu_prenatal_1to3_share_known_pp.parquet,84777,84580,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.1198892229238546,-0.5219781027513035,0.5219781027513035,8,2.630261600090685,3,fail,8,3,0.5219781027513035
sinasc_lowedu_hospital_birth_location_share_known_pp,sinasc_lowedu_hospital_birth_location_share_known_pp,sinasc_lowedu_hospital_birth_location_share_known_pp,Hospital birth-location share: Low education proxy,birth_health,Birth and health outcomes,sinasc_lowedu,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu/sinasc_lowedu_hospital_birth_location_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_hospital_birth_location_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_lowedu_hospital_birth_location_share_known_pp.parquet,84777,84312,4037,4036,2792,1244,2000,2020,1534,0,1,,0.2290306817718588,0.5079593706133256,0.5079593706133256,8,4.670379731613735,8,fail,8,3,0.5079593706133256
ideb_municipal_ef_initial_nota_saeb_matematica,ideb_municipal_ef_initial_nota_saeb_matematica,ideb_municipal_ef_initial_nota_saeb_matematica,Municipal Ef Initial Nota Matematica,education,Education outcomes,achievement,biennial,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/biennial/achievement/ideb_municipal_ef_initial_nota_saeb_matematica,resources/figures/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_nota_saeb_matematica_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/biennial/ideb_municipal_ef_initial_nota_saeb_matematica.parquet,80740,28727,4037,3910,2697,1213,2004,2018,1534,0,2,"Biennial assessment years use analysis period = assessment year - 1, so the first post-BVR assessment is event time 0 and adjacent waves are two-year steps.",1.1392396396437088,-0.4808523755775574,0.4808523755775574,4,3.53552405647702,3,fail,4,3,0.4808523755775574
sim_infant_mortality_per_1000_births,sim_infant_mortality_per_1000_births,sim_infant_mortality_per_1000_births,SIM infant mortality,birth_health,Birth and health outcomes,sim,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim/sim_infant_mortality_per_1000_births,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_infant_mortality_per_1000_births_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_infant_mortality_per_1000_births.parquet,84777,84609,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.3576509428158617,-0.4723814085122794,0.4723814085122794,8,2.472726171031157,2,fail,8,3,0.4723814085122794
inep_ind_municipal_tdi_ef_anos_finais,inep_ind_municipal_tdi_ef_anos_finais,inep_ind_municipal_tdi_ef_anos_finais,Municipal Tdi Ef Anos Finais,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_ind_municipal_tdi_ef_anos_finais,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_tdi_ef_anos_finais_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_municipal_tdi_ef_anos_finais.parquet,84777,43166,4037,3021,2226,795,2006,2020,1534,0,1,,0.6358873003602825,-0.46386790800027655,0.46386790800027655,8,4.183260355906488,5,fail,8,3,0.46386790800027655
imun_polio_pp,imun_polio_pp,imun_polio_pp,Polio coverage,birth_health,Birth and health outcomes,immunization,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/immunization/imun_polio_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_polio_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/imun_polio_pp.parquet,84777,84548,4037,4036,2792,1244,2000,2020,1534,0,1,,0.6815103793443971,0.4608043145792781,0.4608043145792781,8,4.55891551552238,4,fail,8,3,0.4608043145792781
sim_under5_mortality_per_1000_births,sim_under5_mortality_per_1000_births,sim_under5_mortality_per_1000_births,SIM under-5 mortality,birth_health,Birth and health outcomes,sim,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim/sim_under5_mortality_per_1000_births,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_under5_mortality_per_1000_births_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sim_under5_mortality_per_1000_births.parquet,84777,84609,4037,4036,2792,1244,2000,2020,1534,0,1,,-0.5165903773368173,-0.45883882497407386,0.45883882497407386,8,2.6485631501970994,2,fail,8,3,0.45883882497407386
sinasc_all_hospital_birth_location_share_known_pp,sinasc_all_hospital_birth_location_share_known_pp,sinasc_all_hospital_birth_location_share_known_pp,Hospital birth-location share: All mothers,birth_health,Birth and health outcomes,sinasc_all,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all/sinasc_all_hospital_birth_location_share_known_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_hospital_birth_location_share_known_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,SINASC outcomes inside the BDD health screen.,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/sinasc_all_hospital_birth_location_share_known_pp.parquet,84777,84609,4037,4036,2792,1244,2000,2020,1534,0,1,,0.1431914364464795,0.4494992497536587,0.4494992497536587,8,3.961746629075804,8,fail,8,3,0.4494992497536587
eja_to_child_spending_clean,spending_eja_to_child_clean_pp,spending_eja_to_child_clean_pp,"EJA spending relative to child/basic spending, clean denominator",adult_eja,Adult education / EJA outcomes,spending,annual,data/clean/downstream/bdd_adult_education_bvr_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/adult_eja/annual/spending/eja_to_child_spending_clean,resources/figures/downstream_bjs_ref0_nonhybrid/adult_eja/annual/eja_to_child_spending_clean_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/adult_eja/annual/eja_to_child_spending_clean.parquet,84777,64447,4037,4034,2790,1244,2004,2020,1534,0,1,,-0.8349597788143893,0.41380724807720054,0.41380724807720054,8,2.092993156344745,2,fail,8,3,0.41380724807720054
inep_transition_publica_taxa_migracao_eja_em,inep_transition_publica_taxa_migracao_eja_em,inep_transition_publica_taxa_migracao_eja_em,Publica Taxa Migracao Eja Em,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_publica_taxa_migracao_eja_em,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_migracao_eja_em_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_publica_taxa_migracao_eja_em.parquet,84777,52266,4037,4030,2786,1244,2008,2020,1534,0,1,,0.3455207913867645,0.3635415788085525,0.3635415788085525,8,12.93916816012898,8,fail,8,3,0.3635415788085525
inep_ind_publica_ied_em_nivel_5,inep_ind_publica_ied_em_nivel_5,inep_ind_publica_ied_em_nivel_5,Publica Ied Em Nivel 5,education,Education outcomes,teacher_profile,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/teacher_profile/inep_ind_publica_ied_em_nivel_5,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_ied_em_nivel_5_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_ind_publica_ied_em_nivel_5.parquet,84777,32224,4037,4028,2784,1244,2013,2020,1534,0,1,,-0.1135656394368659,-0.35809632156183263,0.35809632156183263,4,2.6928145058523696,3,fail,6,3,0.35809632156183263
ieps_prenatal_zero_pp,ieps_prenatal_zero_pp,ieps_prenatal_zero_pp,IEPS no-prenatal share,birth_health,Birth and health outcomes,ieps,annual,data/clean/downstream/bdd_health_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps/ieps_prenatal_zero_pp,resources/figures/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_prenatal_zero_pp_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/birth_health/annual/ieps_prenatal_zero_pp.parquet,84777,44384,4037,4036,2792,1244,2010,2020,1534,0,1,,0.0172807689122704,-0.3580417920039343,0.3580417920039343,7,4.871838388139766,3,fail,8,3,0.3580417920039343
inep_transition_total_taxa_migracao_eja_em,inep_transition_total_taxa_migracao_eja_em,inep_transition_total_taxa_migracao_eja_em,Total Taxa Migracao Eja Em,education,Education outcomes,dropout_flow,annual,data/clean/downstream/bdd_education_bvr_screen_panel_2000_2020.parquet,resources/did/downstream_bjs_ref0_nonhybrid/education/annual/dropout_flow/inep_transition_total_taxa_migracao_eja_em,resources/figures/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_migracao_eja_em_bjs_ref0_nonhybrid.png,True,municipality_id,0,ok,,data/interim/downstream_bjs_ref0_nonhybrid/education/annual/inep_transition_total_taxa_migracao_eja_em.parquet,84777,52267,4037,4030,2786,1244,2008,2020,1534,0,1,,0.3282549373205816,0.3424987212141897,0.3424987212141897,8,12.57832016535799,8,fail,8,3,0.3424987212141897
